cloud,family_category,family,family_sort,size,cpu,memory,storage_boot,storage_extra,network_bandwidth,other_devices,cpu_type,family_url,virt
Google Cloud Platform,General Purpose,N1,19,n1-highcpu-4,4,3.6,SSD,,10,,"Intel Xeon (Skylake, Broadwell, Haswell, Sandy Bridge, Ivy Bridge)",https://cloud.google.com/compute/docs/machine-types#n1_machine_type,KVM
Google Cloud Platform,General Purpose,N1,20,n1-highcpu-8,8,7.2,SSD,,16,,"Intel Xeon (Skylake, Broadwell, Haswell, Sandy Bridge, Ivy Bridge)",https://cloud.google.com/compute/docs/machine-types#n1_machine_type,KVM
Google Cloud Platform,General Purpose,N1,21,n1-highcpu-16,16,14.4,SSD,,32,,"Intel Xeon (Skylake, Broadwell, Haswell, Sandy Bridge, Ivy Bridge)",https://cloud.google.com/compute/docs/machine-types#n1_machine_type,KVM
Google Cloud Platform,General Purpose,N1,22,n1-highcpu-32,32,28.8,SSD,,32,,"Intel Xeon (Skylake, Broadwell, Haswell, Sandy Bridge, Ivy Bridge)",https://cloud.google.com/compute/docs/machine-types#n1_machine_type,KVM
Google Cloud Platform,General Purpose,N1,23,n1-highcpu-64,64,57.6,SSD,,32,,"Intel Xeon (Skylake, Broadwell, Haswell, Sandy Bridge, Ivy Bridge)",https://cloud.google.com/compute/docs/machine-types#n1_machine_type,KVM
Google Cloud Platform,General Purpose,N1,24,n1-highcpu-96,96,86.4,SSD,,32,,"Intel Xeon (Skylake, Broadwell, Haswell, Sandy Bridge, Ivy Bridge)",https://cloud.google.com/compute/docs/machine-types#n1_machine_type,KVM
Google Cloud Platform,General Purpose,N2,1,n2-standard-2,2,8,SSD,,10,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,2,n2-standard-4,4,16,SSD,,10,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,3,n2-standard-8,8,32,SSD,,16,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,4,n2-standard-16,16,64,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,5,n2-standard-32,32,128,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,6,n2-standard-48,48,192,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,7,n2-standard-64,64,256,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,8,n2-standard-80,80,320,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,9,n2-highmem-2,2,16,SSD,,10,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,10,n2-highmem-4,4,32,SSD,,10,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,11,n2-highmem-8,8,64,SSD,,16,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,12,n2-highmem-16,16,128,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,13,n2-highmem-32,32,256,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,14,n2-highmem-48,48,384,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,15,n2-highmem-64,64,512,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,16,n2-highmem-80,80,640,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,17,n2-highcpu-2,2,2,SSD,,10,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,18,n2-highcpu-4,4,4,SSD,,10,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,19,n2-highcpu-8,8,8,SSD,,16,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,20,n2-highcpu-16,16,16,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,21,n2-highcpu-32,32,32,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,22,n2-highcpu-48,48,48,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,23,n2-highcpu-64,64,64,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2,24,n2-highcpu-80,80,80,SSD,,32,,Intel Xeon (Cascade Lake),https://cloud.google.com/compute/docs/machine-types#n2_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,1,n2d-standard-2,2,8,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,2,n2d-standard-4,4,16,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,3,n2d-standard-8,8,32,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,4,n2d-standard-16,16,64,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,5,n2d-standard-32,32,128,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,6,n2d-standard-48,48,192,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,7,n2d-standard-64,64,256,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,8,n2d-standard-80,80,320,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,9,n2d-standard-96,96,384,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,10,n2d-standard-128,128,512,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,11,n2d-standard-224,224,896,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,12,n2d-highmem-2,2,16,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,13,n2d-highmem-4,4,32,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,14,n2d-highmem-8,8,64,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,15,n2d-highmem-16,16,128,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,16,n2d-highmem-32,32,256,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,17,n2d-highmem-48,48,384,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,18,n2d-highmem-64,64,512,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,19,n2d-highmem-80,80,640,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,20,n2d-highmem-96,96,768,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,21,n2d-highcpu-2,2,2,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,22,n2d-highcpu-4,4,4,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,23,n2d-highcpu-8,8,8,SSD,,10,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,24,n2d-highcpu-16,16,16,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,25,n2d-highcpu-32,32,32,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,26,n2d-highcpu-48,48,48,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,27,n2d-highcpu-64,64,64,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,28,n2d-highcpu-80,80,80,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,29,n2d-highcpu-96,96,96,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,30,n2d-highcpu-128,128,128,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Google Cloud Platform,General Purpose,N2D,31,n2d-highcpu-224,224,224,SSD,,32,,AMD EPYC (Rome),https://cloud.google.com/compute/docs/machine-types#n2d_machine_types,KVM
Microsoft Azure,General Purpose,Av2,1,A1_v2,1,2,10 GiB SSD,,0.25,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,Av2,2,A2_v2,2,4,20 GiB SSD,,0.5,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,Av2,3,A4_v2,4,8,40 GiB SSD,,1,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,Av2,4,A8_v2,8,16,80 GiB SSD,,2,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,Av2,5,A2m_v2,2,16,20 GiB SSD,,0.5,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,Av2,6,A4m_v2,4,32,40 GiB SSD,,1,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,Av2,7,A8m_v2,8,64,80 GiB SSD,,2,,,https://docs.microsoft.com/en-us/azure/virtual-machines/av2-series,Hyper-V
Microsoft Azure,General Purpose,B,1,B1ls,1,0.5,4 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,2,B1s,1,1,4 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,3,B2s,2,4,8 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,4,B1ms,1,2,4 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,5,B2ms,2,8,16 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,6,B4ms,4,16,32 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,7,B8ms,8,32,64 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,8,B12ms,12,48,96 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,9,B16ms,16,64,128 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,B,10,B20ms,20,80,160 GiB SSD,,,,,https://docs.microsoft.com/en-us/azure/virtual-machines/sizes-b-series-burstable,Hyper-V
Microsoft Azure,General Purpose,Dasv4,1,D2as_v4,2,8,16 GiB SSD,,1,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,2,D4as_v4,4,16,32 GiB SSD,,2,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,3,D8as_v4,8,32,64 GiB SSD,,4,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,4,D16as_v4,16,64,128 GiB SSD,,8,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,5,D32as_v4,32,128,256 GiB SSD,,16,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,6,D48as_v4,48,192,384 GiB SSD,,24,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,7,D64as_v4,64,256,512 GiB SSD,,30,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dasv4,8,D96as_v4,96,384,768 GiB SSD,,30,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,1,D2a_v4,2,8,50 GiB SSD,,1,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,2,D4a_v4,4,16,100 GiB SSD,,2,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,3,D8a_v4,8,32,200 GiB SSD,,4,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,4,D16a_v4,16,64,400 GiB SSD,,8,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,5,D32a_v4,32,128,800 GiB SSD,,16,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,6,D48a_v4,48,192,1200 GiB SSD,,24,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,7,D64a_v4,64,256,1600 GiB SSD,,30,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,Dav4,8,D96a_v4,96,384,2400 GiB SSD,,30,,AMD EPYC 7452 (Rome),https://docs.microsoft.com/en-us/azure/virtual-machines/dav4-dasv4-series,Hyper-V
Microsoft Azure,General Purpose,DCsv2,1,DC1s_v2,1,4,50 GiB SSD,,,28 MiB EPC Memory,Intel Xeon E-2288G (Coffee Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dcv2-series,Hyper-V
Microsoft Azure,General Purpose,DCsv2,2,DC2s_v2,2,8,100 GiB SSD,,,56 MiB EPC Memory,Intel Xeon E-2288G (Coffee Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dcv2-series,Hyper-V
Microsoft Azure,General Purpose,DCsv2,3,DC4s_v2,4,16,200 GiB SSD,,,112 MiB EPC Memory,Intel Xeon E-2288G (Coffee Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dcv2-series,Hyper-V
Microsoft Azure,General Purpose,DCsv2,4,DC8_v2,8,32,400 GiB SSD,,,168 MiB EPC Memory,Intel Xeon E-2288G (Coffee Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dcv2-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,1,D2ds_v4,2,8,75 GiB SSD,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,2,D4ds_v4,4,16,150 GiB SSD,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,3,D8ds_v4,8,32,300 GiB SSD,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,4,D16ds_v4,16,64,600 GiB SSD,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,5,D32ds_v4,32,128,1200 GiB SSD,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,6,D48ds_v4,48,192,1800 GiB SSD,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddsv4,7,D64ds_v4,64,256,2400 GiB SSD,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,1,D2d_v4,2,8,75 GiB SSD,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,2,D4d_v4,4,16,150 GiB SSD,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,3,D8d_v4,8,32,300 GiB SSD,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,4,D16d_v4,16,64,600 GiB SSD,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,5,D32d_v4,32,128,1200 GiB SSD,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,6,D48d_v4,48,192,1800 GiB SSD,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,Ddv4,7,D64d_v4,64,256,2400 GiB SSD,,30,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/ddv4-ddsv4-series,Hyper-V
Microsoft Azure,General Purpose,DSv2,1,DS1_v2,1,3.5,7 GiB SSD,,0.75,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,DSv2,2,DS2_v2,2,7,14 GiB SSD,,1.5,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,DSv2,3,DS3_v2,4,14,28 GiB SSD,,3,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,DSv2,4,DS4_v2,8,28,56 GiB SSD,,6,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,General Purpose,DSv2,5,DS5_v2,16,56,112 GiB SSD,,12,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series,Hyper-V
Microsoft Azure,Memory Optimized,DSv2,6,DS11_v2,2,14,28 GiB SSD,,1.5,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,DSv2,7,DS12_v2,4,28,56 GiB SSD,,3,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,DSv2,8,DS13_v2,8,56,112 GiB SSD,,6,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,DSv2,9,DS14_v2,16,112,224 GiB SSD,,12,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,Memory Optimized,DSv2,10,DS15_v2,20,140,280 GiB SSD,,25,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv2-dsv2-series-memory,Hyper-V
Microsoft Azure,General Purpose,Dsv3,1,D2s_v3,2,8,16 GiB SSD,,1,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv3,2,D4s_v3,4,16,32 GiB SSD,,2,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv3,3,D8s_v3,8,32,64 GiB SSD,,4,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv3,4,D16s_v3,16,64,128 GiB SSD,,8,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv3,5,D32s_v3,32,128,256 GiB SSD,,16,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv3,6,D48s_v3,48,192,384 GiB SSD,,24,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv3,7,D64s_v3,64,256,512 GiB SSD,,30,,"Intel Xeon (Cascade Lake, Skylake, Broadwell, Haswell)",https://docs.microsoft.com/en-us/azure/virtual-machines/dv3-dsv3-series,Hyper-V
Microsoft Azure,General Purpose,Dsv4,1,D2s_v4,2,8,Remote only,,1,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dsv4,2,D4s_v4,4,16,Remote only,,2,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dsv4,3,D8s_v4,8,32,Remote only,,4,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dsv4,4,D16s_v4,16,64,Remote only,,8,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dsv4,5,D32s_v4,32,128,Remote only,,16,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
Microsoft Azure,General Purpose,Dsv4,6,D48s_v4,48,192,Remote only,,24,,Intel Xeon Platinum 8272CL (Cascade Lake),https://docs.microsoft.com/en-us/azure/virtual-machines/dv4-dsv4-series,Hyper-V
