cloud,family_category,family,family_sort,size,cpu,memory,storage_boot,storage_extra,network_bandwidth,other_devices,cpu_type,family_url,virt
Amazon Web Services,General Purpose,A1,1,a1.medium,1,2,EBS,,<=10,,AWS Graviton,https://aws.amazon.com/ec2/instance-types/a1/,Nitro (KVM)
Amazon Web Services,General Purpose,A1,2,a1.large,2,4,EBS,,<=10,,AWS Graviton,https://aws.amazon.com/ec2/instance-types/a1/,Nitro (KVM)
Amazon Web Services,General Purpose,A1,3,a1.xlarge,4,8,EBS,,<=10,,AWS Graviton,https://aws.amazon.com/ec2/instance-types/a1/,Nitro (KVM)
Amazon Web Services,General Purpose,A1,4,a1.2xlarge,8,16,EBS,,<=10,,AWS Graviton,https://aws.amazon.com/ec2/instance-types/a1/,Nitro (KVM)
Amazon Web Services,General Purpose,A1,5,a1.4xlarge,16,32,EBS,,<=10,,AWS Graviton,https://aws.amazon.com/ec2/instance-types/a1/,Nitro (KVM)
Amazon Web Services,General Purpose,A1,6,a1.metal,16,32,EBS,,<=10,,AWS Graviton,https://aws.amazon.com/ec2/instance-types/a1/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C4,1,c4.large,2,3.75,EBS,,Moderate,,Intel Xeon E5-2666 v3 (Haswell),https://aws.amazon.com/blogs/aws/now-available-new-c4-instances/,HVM (Xen)
Amazon Web Services,Compute Optimized,C4,2,c4.xlarge,4,7.5,EBS,,High,,Intel Xeon E5-2666 v3 (Haswell),https://aws.amazon.com/blogs/aws/now-available-new-c4-instances/,HVM (Xen)
Amazon Web Services,Compute Optimized,C4,3,c4.2xlarge,8,15,EBS,,High,,Intel Xeon E5-2666 v3 (Haswell),https://aws.amazon.com/blogs/aws/now-available-new-c4-instances/,HVM (Xen)
Amazon Web Services,Compute Optimized,C4,4,c4.4xlarge,16,30,EBS,,High,,Intel Xeon E5-2666 v3 (Haswell),https://aws.amazon.com/blogs/aws/now-available-new-c4-instances/,HVM (Xen)
Amazon Web Services,Compute Optimized,C4,5,c4.8xlarge,36,60,EBS,,10,,Intel Xeon E5-2666 v3 (Haswell),https://aws.amazon.com/blogs/aws/now-available-new-c4-instances/,HVM (Xen)
Amazon Web Services,Compute Optimized,C5,1,c5.large,2,4,EBS,,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,2,c5.xlarge,4,8,EBS,,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,3,c5.2xlarge,8,16,EBS,,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,4,c5.4xlarge,16,32,EBS,,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,5,c5.9xlarge,36,72,EBS,,10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,6,c5.12xlarge,48,96,EBS,,12,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,7,c5.18xlarge,72,144,EBS,,25,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,8,c5.24xlarge,96,192,EBS,,25,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,9,c5.metal,96,192,EBS,,25,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,10,c5d.large,2,4,EBS,1x 50 GiB NVMe SSD,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,11,c5d.xlarge,4,8,EBS,1x 100 GiB NVMe SSD,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,12,c5d.2xlarge,8,16,EBS,1x 200 GiB NVMe SSD,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,13,c5d.4xlarge,16,32,EBS,1x 400 GiB NVMe SSD,<=10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,14,c5d.9xlarge,36,72,EBS,1x 900 GiB NVMe SSD,10,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,15,c5d.12xlarge,48,96,EBS,2x 900 GiB NVMe SSD,12,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,16,c5d.18xlarge,72,144,EBS,2x 900 GiB NVMe SSD,25,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,17,c5d.24xlarge,96,192,EBS,4x 900 GiB NVMe SSD,25,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5,18,c5d.metal,96,192,EBS,4x 900 GiB NVMe SSD,25,,Intel Xeon (Cascade Lake or Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,1,c5a.large,2,4,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,2,c5a.xlarge,4,8,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,3,c5a.2xlarge,8,16,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,4,c5a.4xlarge,16,32,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,5,c5a.8xlarge,32,64,EBS,,10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,6,c5a.12xlarge,48,96,EBS,,12,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,7,c5a.16xlarge,64,128,EBS,,20,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,8,c5a.24xlarge,96,192,EBS,,20,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,9,c5ad.large,2,4,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,10,c5ad.xlarge,4,8,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,11,c5ad.2xlarge,8,16,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,12,c5ad.4xlarge,16,32,EBS,,<=10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,13,c5ad.8xlarge,32,64,EBS,,10,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,14,c5ad.12xlarge,48,96,EBS,,12,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,15,c5ad.16xlarge,64,128,EBS,,20,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5a,16,c5ad.24xlarge,96,192,EBS,,20,,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,1,c5n.large,2,5.25,EBS,,<=25,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,2,c5n.xlarge,4,10.5,EBS,,<=25,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,3,c5n.2xlarge,8,21,EBS,,<=25,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,4,c5n.4xlarge,16,42,EBS,,<=25,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,5,c5n.9xlarge,36,96,EBS,,50,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,6,c5n.18xlarge,72,192,EBS,,100,Elastic Fabric Adapter (EFA) Support,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C5n,7,c5n.metal,72,192,EBS,,100,Elastic Fabric Adapter (EFA) Support,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/c5/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,1,c6g.medium,1,2,EBS,,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,2,c6g.large,2,4,EBS,,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,3,c6g.xlarge,4,8,EBS,,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,4,c6g.2xlarge,8,16,EBS,,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,5,c6g.4xlarge,16,32,EBS,,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,6,c6g.8xlarge,32,64,EBS,,12,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,7,c6g.12xlarge,48,96,EBS,,20,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,8,c6g.16xlarge,64,128,EBS,,25,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,9,c6g.metal,64,128,EBS,,25,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,10,c6gd.medium,1,2,EBS,1x 59 GiB NVMe SSD,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,11,c6gd.large,2,4,EBS,1x 118 GiB NVMe SSD,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,12,c6gd.xlarge,4,8,EBS,1x 237 GiB NVMe SSD,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,13,c6gd.2xlarge,8,16,EBS,1x 474 GiB NVMe SSD,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,14,c6gd.4xlarge,16,32,EBS,1x 950 GiB NVMe SSD,<=10,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,15,c6gd.8xlarge,32,64,EBS,1x 1900 GiB NVMe SSD,12,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,16,c6gd.12xlarge,48,96,EBS,2x 1425 GiB NVMe SSD,20,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,17,c6gd.16xlarge,64,128,EBS,2x 1900 GiB NVMe SSD,25,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6g,18,c6gd.metal,64,128,EBS,2x 1900 GiB NVMe SSD,25,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,1,c6gn.medium,1,2,EBS,,<=9.5,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,2,c6gn.large,2,4,EBS,,<=9.5,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,3,c6gn.xlarge,4,8,EBS,,<=9.5,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,4,c6gn.2xlarge,8,16,EBS,,<=9.5,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,5,c6gn.4xlarge,16,32,EBS,,9.5,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,6,c6gn.8xlarge,32,64,EBS,,19,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,7,c6gn.12xlarge,48,96,EBS,,28.5,,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Compute Optimized,C6gn,8,c6gn.16xlarge,64,128,EBS,,38,Elastic Fabric Adapter (EFA) Support,AWS Graviton2,https://aws.amazon.com/ec2/instance-types/c6/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D2,1,d2.xlarge,4,30.5,EBS,3x 2000 GiB HDD,Moderate,,Intel Xeon E5-2676 v3 (Haswell),https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,HVM (Xen)
Amazon Web Services,Storage Optimized,D2,2,d2.2xlarge,8,61,EBS,6x 2000 GiB HDD,High,,Intel Xeon E5-2676 v3 (Haswell),https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,HVM (Xen)
Amazon Web Services,Storage Optimized,D2,3,d2.4xlarge,16,122,EBS,12x 2000 GiB HDD,High,,Intel Xeon E5-2676 v3 (Haswell),https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,HVM (Xen)
Amazon Web Services,Storage Optimized,D2,4,d2.8xlarge,36,244,EBS,24x 2000 GiB HDD,10,,Intel Xeon E5-2676 v3 (Haswell),https://aws.amazon.com/about-aws/whats-new/2015/03/now-available-d2-instances-the-latest-generation-of-amazon-ec2-dense-storage-instances/,HVM (Xen)
Amazon Web Services,Storage Optimized,D3,1,d3.xlarge,4,32,EBS,3x 2000 GiB HDD,<=15,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,2,d3.2xlarge,8,64,EBS,6x 2000 GiB HDD,<=15,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,3,d3.4xlarge,16,128,EBS,12x 2000 GiB HDD,<=15,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,4,d3.8xlarge,32,256,EBS,24x 2000 GiB HDD,25,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,5,d3en.xlarge,4,16,EBS,2x 14000 GiB HDD,<=25,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,6,d3en.2xlarge,8,32,EBS,4x 14000 GiB HDD,<=25,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,7,d3en.4xlarge,16,64,EBS,8x 14000 GiB HDD,25,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,8,d3en.6xlarge,24,96,EBS,12x 14000 GiB HDD,40,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,9,d3en.8xlarge,32,128,EBS,16x 14000 GiB HDD,50,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,D3,10,d3en.12xlarge,48,192,EBS,24x 14000 GiB HDD,75,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/d3/,Nitro (KVM)
Amazon Web Services,Accelerated Computing,F1,1,f1.2xlarge,8,122,EBS,1x 470 GiB NVMe SSD,<=10,1x Xilinx FPGA,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/f1/,HVM (Xen)
Amazon Web Services,Accelerated Computing,F1,2,f1.4xlarge,16,244,EBS,1x 940 GiB NVMe SSD,<=10,2x Xilinx FPGA,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/f1/,HVM (Xen)
Amazon Web Services,Accelerated Computing,F1,3,f1.16xlarge,64,976,EBS,4x 940 GiB NVMe SSD,25,8x Xilinx FPGA,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/f1/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G3,1,g3s.xlarge,4,8,EBS,,<=10,1x NVIDIA Tesla M60 GPU,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/g3/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G3,2,g3.4xlarge,16,8,EBS,,<=10,1x NVIDIA Tesla M60 GPU,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/g3/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G3,3,g3.8xlarge,32,16,EBS,,10,2x NVIDIA Tesla M60 GPU,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/g3/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G3,4,g3.16xlarge,64,32,EBS,,25,4x NVIDIA Tesla M60 GPU,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/g3/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,1,g4dn.xlarge,4,16,EBS,1x 125 GiB NVMe SSD,<=25,1x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,2,g4dn.2xlarge,8,32,EBS,1x 225 GiB NVMe SSD,<=25,1x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,3,g4dn.4xlarge,16,64,EBS,1x 225 GiB NVMe SSD,<=25,1x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,4,g4dn.8xlarge,32,128,EBS,1x 900 GiB NVMe SSD,50,1x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,5,g4dn.12xlarge,48,192,EBS,1x 900 GiB NVMe SSD,50,4x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,6,g4dn.16xlarge,64,256,EBS,1x 900 GiB NVMe SSD,50,1x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,7,g4dn.metal,96,384,EBS,2x 900 GiB NVMe SSD,100,8x NVIDIA Tesla T4 GPU,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/g4/,HVM (Xen)
Amazon Web Services,Accelerated Computing,G4,8,g4ad.4xlarge,16,8,EBS,1x 600 GiB NVMe SSD,<=10,1x AMD Radeon Pro V520 GPU,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/g4/,Nitro (KVM)
Amazon Web Services,Accelerated Computing,G4,9,g4ad.8xlarge,32,16,EBS,1x 1200 GiB NVMe SSD,15,2x AMD Radeon Pro V520 GPU,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/g4/,Nitro (KVM)
Amazon Web Services,Accelerated Computing,G4,10,g4ad.16xlarge,64,32,EBS,1x 2400 GiB NVMe SSD,25,4x AMD Radeon Pro V520 GPU,AMD EPYC 7002 (Rome),https://aws.amazon.com/ec2/instance-types/g4/,Nitro (KVM)
Amazon Web Services,Storage Optimized,H1,1,h1.2xlarge,8,32,EBS,1x 2000 GiB HDD,<=10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/h1/,HVM (Xen)
Amazon Web Services,Storage Optimized,H1,2,h1.4xlarge,16,64,EBS,2x 2000 GiB HDD,<=10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/h1/,HVM (Xen)
Amazon Web Services,Storage Optimized,H1,3,h1.8xlarge,32,128,EBS,4x 2000 GiB HDD,10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/h1/,HVM (Xen)
Amazon Web Services,Storage Optimized,H1,4,h1.16xlarge,64,256,EBS,8x 2000 GiB HDD,25,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/h1/,HVM (Xen)
Amazon Web Services,Memory Optimized,High Memory,1,u-6tb1.56xlarge,224,6144,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,2,u-6tb1.112xlarge,448,6144,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,3,u-6tb1.metal,448,6144,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,4,u-9tb1.112xlarge,448,9216,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,5,u-9tb1.metal,448,9216,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,6,u-12tb1.112xlarge,448,12288,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,7,u-12tb1.metal,448,12288,EBS,,100,,Intel Xeon Platinum 8176M (Skylake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,8,u-18tb1.metal,448,18432,EBS,,100,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Memory Optimized,High Memory,9,u-24tb1.metal,448,24576,EBS,,100,,Intel Xeon (Cascade Lake),https://aws.amazon.com/ec2/instance-types/high-memory/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,1,i3.large,2,15.25,EBS,1x 475 GiB NVMe SSD,<=10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,2,i3.xlarge,4,30.5,EBS,1x 950 GiB NVMe SSD,<=10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,3,i3.2xlarge,8,61,EBS,1x 1900 GiB NVMe SSD,<=10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,4,i3.4xlarge,16,122,EBS,2x 1900 GiB NVMe SSD,<=10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,5,i3.8xlarge,32,244,EBS,4x 1900 GiB NVMe SSD,10,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,6,i3.16xlarge,64,488,EBS,8x 1900 GiB NVMe SSD,25,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3,7,i3.metal,72,512,EBS,8x 1900 GiB NVMe SSD,25,,Intel Xeon E5-2686 v4 (Broadwell),https://aws.amazon.com/ec2/instance-types/i3/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3en,1,i3en.large,2,15,EBS,1x 1250 GiB NVMe SSD,<=25,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/i3en/,Nitro (KVM)
Amazon Web Services,Storage Optimized,I3en,2,i3en.xlarge,4,32,EBS,1x 2500 GiB NVMe SSD,<=25,,Intel Xeon (Skylake),https://aws.amazon.com/ec2/instance-types/i3en/,Nitro (KVM)
